max_TCP_windows_size_value_forward_traffic_ratio,max_ttl_backward_traffic_enc,min_ttl_forward_traffic,total_TCP_windows_size_value_forward_traffic_ratio,IPratio_ratio,std_forward_packet_length_ratio,min_backward_packet_length,std_forward_packet_length_enc,mean_ttl_backward_traffic_ratio,IPratio_enc,min_forward_packet_length,std_length_of_IP_packet_ratio,min_ttl_backward_traffic_ratio,max_Interval_of_arrival_time_of_backward_traffic_ratio,meidan_length_of_IP_packet_ratio,max_length_of_IP_packet_ratio,std_length_of_IP_packet_enc,max_Change_values_of_TCP_windows_length_per_session,flow_duration_of_backward_traffic_ratio,median_ttl_backward_traffic,mean_backward_packet_length_ratio,median_forward_packet_length_ratio,std_TCP_windows_size_value_backward_traffic_ratio,std_Length_of_TCP_packet_header,max_Interval_of_arrival_time_of_backward_traffic_enc,mean_forward_packet_length_ratio,median_TCP_windows_size_value_backward_traffic_ratio,unique_link_mark,source,label
0.8235294117647058,32,32,0.45161290322580644,1.0,0.0,52,0.0,1.0,1.0,1457,0.9310801855533466,1.0,0.0,1.0,1.9310801855533466,702.5,1,0.0,32.0,0.06891981444665342,1.9310801855533466,0.0,0.0,0.0,1.9310801855533466,1.096774193548387,1.1.218.65:53828-1.2.121.133:443,BitTorrent,0
1.0,32,32,0.47058823529411764,1.0,0.5395041228779109,52,25.34551364104494,1.0,1.0,52,0.6096805957637698,1.0,1.0,0.6748377793799567,2.8550829127613553,46.97927701801937,3,0.9808917135463869,32.0,1.1405912040374908,1.0,0.9128709291752767,1.2570787221094177,0.00014299998292699456,0.8594087959625091,1.0,1.1.173.162:45917-1.2.174.33:3724,WorldOfWarcraft,0
0.8484848484848485,32,32,0.45901639344262296,1.0,0.0,1400,0.0,1.0,1.0,52,0.928374655647383,1.0,0.0,1.0,1.9283746556473829,674.0,1,0.0,32.0,1.9283746556473829,0.07162534435261708,0.0,0.0,0.0,0.07162534435261708,1.0819672131147542,1.1.108.166:53752-1.2.121.58:443,BitTorrent,0
0.8,32,32,0.5714285714285714,1.5,1.1785081657497662,52,577.9442495220067,1.0,1.5,52,1.6390483376734208,1.0,1.0,0.18716577540106952,4.278074866310161,490.4032626318875,1,0.7301349662895168,32.0,0.1804812834224599,1.0,1.25,1.9595917942265426,0.0004870000120718032,1.5463458110516934,1.125,1.1.61.138:23880-1.2.236.141:80,Gmail,0
1.0,32,32,0.47058823529411764,1.0,0.5395041228779109,52,25.34551364104494,1.0,1.0,52,0.6096805957637698,1.0,0.9692307588980484,0.6748377793799567,2.8550829127613553,46.97927701801937,3,0.9684361642954282,32.0,1.1405912040374908,1.0,0.9128709291752767,1.2570787221094177,0.00012599999899975955,0.8594087959625091,1.0,1.1.13.179:43221-1.2.186.198:3724,WorldOfWarcraft,0
0.84375,32,32,0.4576271186440678,1.0,0.0,52,0.0,1.0,1.0,1457,0.9310801855533466,1.0,0.0,1.0,1.9310801855533466,702.5,1,0.0,32.0,0.06891981444665342,1.9310801855533466,0.0,0.0,0.0,1.9310801855533466,1.0847457627118644,1.1.34.203:40739-1.2.154.102:443,BitTorrent,0
1.0,32,32,0.4,0.6666666666666666,0.0,52,0.0,1.0,0.6666666666666666,52,1.4906953966699312,1.0,1.0,0.2546523016650343,3.981390793339863,304.3999999999999,0,1.0,32.0,1.496898465556644,1.0,0.0,0.0,0.0033019999973475933,0.2546523016650343,1.0,1.1.222.28:28484-1.2.222.120:443,Gmail,0
0.8235294117647058,32,32,0.45161290322580644,1.0,0.0,52,0.0,1.0,1.0,1457,0.9310801855533466,1.0,0.0,1.0,1.9310801855533466,702.5,1,0.0,32.0,0.06891981444665342,1.9310801855533466,0.0,0.0,0.0,1.9310801855533466,1.096774193548387,1.1.184.129:6481-1.2.20.142:443,BitTorrent,0
1.0,32,32,0.47058823529411764,1.0,0.49068347458648126,52,25.090945688745084,1.0,1.0,52,0.6532465284968274,1.0,1.0,0.6643009226401704,3.1171043293115686,51.13468659177943,3,0.9797297227540581,32.0,1.156848828956707,1.0,0.9128709291752767,1.2570787221094177,0.00011500000255182385,0.8431511710432932,1.0,1.1.1.101:47756-1.2.181.202:3724,WorldOfWarcraft,0
1.0,32,32,0.47058823529411764,1.0,0.49068347458648126,52,25.090945688745084,1.0,1.0,52,0.6532465284968274,1.0,0.8983050471223093,0.6643009226401704,3.1171043293115686,51.13468659177943,3,0.9724473510749408,32.0,1.156848828956707,1.0,0.9128709291752767,1.2570787221094177,0.00010599999222904444,0.8431511710432932,1.0,1.1.213.172:26331-1.2.98.16:3724,WorldOfWarcraft,0
0.8181818181818182,32,32,0.45,1.0,0.0,52,0.0,1.0,1.0,118,0.38823529411764707,1.0,0.0,1.0,1.388235294117647,33.0,1,0.0,32.0,0.611764705882353,1.388235294117647,0.0,0.0,0.0,1.388235294117647,1.1,1.1.175.46:10103-1.2.150.179:443,BitTorrent,0
0.8,32,32,0.4444444444444444,1.0,0.0,52,0.0,1.0,1.0,145,0.4720812182741117,1.0,0.0,1.0,1.4720812182741116,46.5,1,0.0,32.0,0.5279187817258884,1.4720812182741116,0.0,0.0,0.0,1.4720812182741116,1.1111111111111112,1.1.18.79:45914-1.2.26.152:443,BitTorrent,0
1.0,32,32,0.47058823529411764,1.0,0.5395041228779109,52,25.34551364104494,1.0,1.0,52,0.6096805957637698,1.0,0.8222221819798933,0.6748377793799567,2.8550829127613553,46.97927701801937,3,0.982517485363962,32.0,1.1405912040374908,1.0,0.9128709291752767,1.2570787221094177,0.00018500001169741154,0.8594087959625091,1.0,1.1.237.180:24310-1.2.238.25:3724,WorldOfWarcraft,0
1.0,32,32,0.3469387755102041,0.5,0.0,52,0.0,1.0,0.5,52,0.0,1.0,1.0,1.0,1.0,0.0,2,1.0,32.0,1.0,1.0,0.0,0.0,0.0001619999820832163,1.0,1.0,1.1.191.227:5293-1.2.15.236:443,Gmail,0
0.8285714285714286,32,32,0.453125,1.0,0.0,888,0.0,1.0,1.0,52,0.8893617021276595,1.0,0.0,1.0,1.8893617021276596,418.0,1,0.0,32.0,1.8893617021276596,0.11063829787234042,0.0,0.0,0.0,0.11063829787234042,1.09375,1.1.105.184:31308-1.2.193.136:443,BitTorrent,0
1.0,32,32,0.47058823529411764,1.0,0.5395041228779109,52,25.34551364104494,1.0,1.0,52,0.6096805957637698,1.0,1.0,0.6748377793799567,2.8550829127613553,46.97927701801937,3,0.9592920341218463,32.0,1.1405912040374908,1.0,0.9128709291752767,1.2570787221094177,0.00013100000796839595,0.8594087959625091,1.0,1.1.197.237:30533-1.2.114.94:3724,WorldOfWarcraft,0
1.0,32,32,0.47058823529411764,1.0,0.49068347458648126,52,25.090945688745084,1.0,1.0,52,0.6532465284968274,1.0,0.6586825168083315,0.6643009226401704,3.1171043293115686,51.13468659177943,3,0.9391025647005226,32.0,1.156848828956707,1.0,0.9128709291752767,1.2570787221094177,0.00010999999358318746,0.8431511710432932,1.0,1.1.16.2:5475-1.2.16.104:3724,WorldOfWarcraft,0
1.0,32,32,0.5,1.0,0.0,813,0.0,1.0,1.0,52,0.8797687861271676,1.0,0.0,1.0,1.8797687861271677,380.5,0,0.0,32.0,1.8797687861271677,0.12023121387283237,0.0,0.0,0.0,0.12023121387283237,1.0,1.1.70.2:63262-1.2.70.94:443,Gmail,0
0.8285714285714286,32,32,0.453125,1.0,0.0,888,0.0,1.0,1.0,52,0.8893617021276595,1.0,0.0,1.0,1.8893617021276596,418.0,1,0.0,32.0,1.8893617021276596,0.11063829787234042,0.0,0.0,0.0,0.11063829787234042,1.09375,1.1.8.165:42252-1.2.20.78:443,BitTorrent,0
0.8,32,32,0.5714285714285714,1.5,1.1785081657497662,52,577.9442495220067,1.0,1.5,52,1.6390483376734208,1.0,0.7844156014979478,0.18716577540106952,4.278074866310161,490.4032626318875,1,0.4886731469313024,32.0,0.1804812834224599,1.0,1.25,1.9595917942265426,0.0003020000003743917,1.5463458110516934,1.125,1.1.10.141:38425-1.2.37.91:80,Gmail,0
0.84375,32,32,0.4576271186440678,1.0,0.0,52,0.0,1.0,1.0,1457,0.9310801855533466,1.0,0.0,1.0,1.9310801855533466,702.5,1,0.0,32.0,0.06891981444665342,1.9310801855533466,0.0,0.0,0.0,1.9310801855533466,1.0847457627118644,1.1.228.59:23558-1.2.87.69:443,BitTorrent,0
1.0,32,32,0.47058823529411764,1.0,0.5395041228779109,52,25.34551364104494,1.0,1.0,52,0.6096805957637698,1.0,0.8333333126041099,0.6748377793799567,2.8550829127613553,46.97927701801937,3,0.9722221980381283,32.0,1.1405912040374908,1.0,0.9128709291752767,1.2570787221094177,0.00019500000053085387,0.8594087959625091,1.0,1.1.165.52:5725-1.2.17.154:3724,WorldOfWarcraft,0
1.0,32,32,0.47058823529411764,1.0,0.49068347458648126,52,25.090945688745084,1.0,1.0,52,0.6532465284968274,1.0,1.0,0.6643009226401704,3.1171043293115686,51.13468659177943,3,0.9790026170531645,32.0,1.156848828956707,1.0,0.9128709291752767,1.2570787221094177,0.00023999999393709004,0.8431511710432932,1.0,1.1.202.239:1374-1.2.127.157:3724,WorldOfWarcraft,0
1.0,32,32,0.5,1.0,0.0,654,0.0,1.0,1.0,52,0.8526912181303116,1.0,0.0,1.0,1.8526912181303117,301.0,0,0.0,32.0,1.8526912181303117,0.14730878186968838,0.0,0.0,0.0,0.14730878186968838,1.0,1.1.136.236:36375-1.2.61.80:443,Skype,0
1.0,32,32,0.47058823529411764,1.0,0.5395041228779109,52,25.34551364104494,1.0,1.0,52,0.6096805957637698,1.0,1.0,0.6748377793799567,2.8550829127613553,46.97927701801937,3,0.9533029698835018,32.0,1.1405912040374908,1.0,0.9128709291752767,1.2570787221094177,0.00022500002523884177,0.8594087959625091,1.0,1.1.55.224:15694-1.2.56.115:3724,WorldOfWarcraft,0
0.8709677419354839,32,32,0.46551724137931033,1.0,0.0,465,0.0,1.0,1.0,52,0.7988394584139265,1.0,0.0,1.0,1.7988394584139265,206.5,1,0.0,32.0,1.7988394584139265,0.2011605415860735,0.0,0.0,0.0,0.2011605415860735,1.0689655172413792,1.1.89.98:54814-1.2.209.99:443,BitTorrent,0
1.0,32,32,0.3333333333333333,0.5,0.0,52,0.0,1.0,0.5,52,0.0,1.0,1.0,1.0,1.0,0.0,0,1.0,32.0,1.0,1.0,0.0,0.0,0.00022200000239536166,1.0,1.0,1.1.127.104:47243-1.2.203.213:443,Gmail,0
1.0,32,32,0.375,0.5,0.0,149,0.0,1.0,0.5,52,1.1656402969561348,1.0,1.0,0.26278659611992944,2.6455026455026456,660.9180483741284,1,0.009259195632053721,32.0,1.4541446208112874,0.348993288590604,0.0,0.0,1.9999861251562834e-06,0.09171075837742504,1.0,1.1.217.100:49462-1.2.8.125:80,Gmail,0
1.0,32,32,0.5,1.0,0.0,686,0.0,1.0,1.0,52,0.8590785907859079,1.0,0.0,1.0,1.8590785907859078,317.0,0,0.0,32.0,1.8590785907859078,0.14092140921409213,0.0,0.0,0.0,0.14092140921409213,1.0,1.1.240.206:63042-1.2.241.55:443,Skype,0
1.0,32,32,0.47058823529411764,1.0,0.49068347458648126,52,25.090945688745084,1.0,1.0,52,0.6532465284968274,1.0,0.9510487859531493,0.6643009226401704,3.1171043293115686,51.13468659177943,3,0.9576271235211821,32.0,1.156848828956707,1.0,0.9128709291752767,1.2570787221094177,0.00013599998783320189,0.8431511710432932,1.0,1.1.149.89:39708-1.2.33.226:3724,WorldOfWarcraft,0
0.8181818181818182,32,32,0.45,1.0,0.0,52,0.0,1.0,1.0,118,0.38823529411764707,1.0,0.0,1.0,1.388235294117647,33.0,1,0.0,32.0,0.611764705882353,1.388235294117647,0.0,0.0,0.0,1.388235294117647,1.1,1.1.168.114:10641-1.2.36.199:443,BitTorrent,0
1.0,32,32,0.3333333333333333,0.5,0.0,52,0.0,1.0,0.5,52,0.0,1.0,1.0,1.0,1.0,0.0,0,1.0,32.0,1.0,1.0,0.0,0.0,0.00022999997599981725,1.0,1.0,1.1.240.185:64746-1.2.76.43:443,Gmail,0
0.8484848484848485,32,32,0.45901639344262296,1.0,0.0,1400,0.0,1.0,1.0,52,0.928374655647383,1.0,0.0,1.0,1.9283746556473829,674.0,1,0.0,32.0,1.9283746556473829,0.07162534435261708,0.0,0.0,0.0,0.07162534435261708,1.0819672131147542,1.1.87.216:25716-1.2.95.187:443,BitTorrent,0
1.0,32,32,0.5,1.0,0.0,654,0.0,1.0,1.0,52,0.8526912181303116,1.0,0.0,1.0,1.8526912181303117,301.0,0,0.0,32.0,1.8526912181303117,0.14730878186968838,0.0,0.0,0.0,0.14730878186968838,1.0,1.1.169.179:44817-1.2.30.10:443,Skype,0
1.0,32,32,0.4,0.6666666666666666,0.0,52,0.0,1.0,0.6666666666666666,52,1.4906953966699312,1.0,0.9912998082089483,0.2546523016650343,3.981390793339863,304.3999999999999,0,1.0,32.0,1.496898465556644,1.0,0.0,0.0,0.005697000015061349,0.2546523016650343,1.0,1.1.235.121:26210-1.2.212.111:443,Gmail,0
1.0,32,32,0.47058823529411764,1.0,0.49068347458648126,52,25.090945688745084,1.0,1.0,52,0.6532465284968274,1.0,1.0,0.6643009226401704,3.1171043293115686,51.13468659177943,3,0.9764267999482487,32.0,1.156848828956707,1.0,0.9128709291752767,1.2570787221094177,0.0001550000160932541,0.8431511710432932,1.0,1.1.3.0:2572-1.2.176.7:3724,WorldOfWarcraft,0
0.8709677419354839,32,32,0.46551724137931033,1.0,0.0,465,0.0,1.0,1.0,52,0.7988394584139265,1.0,0.0,1.0,1.7988394584139265,206.5,1,0.0,32.0,1.7988394584139265,0.2011605415860735,0.0,0.0,0.0,0.2011605415860735,1.0689655172413792,1.1.187.151:45105-1.2.23.117:443,BitTorrent,0
1.0,32,32,0.5,1.0,0.0,686,0.0,1.0,1.0,52,0.8590785907859079,1.0,0.0,1.0,1.8590785907859078,317.0,0,0.0,32.0,1.8590785907859078,0.14092140921409213,0.0,0.0,0.0,0.14092140921409213,1.0,1.1.9.72:49752-1.2.189.157:443,Skype,0
0.8709677419354839,32,32,0.46551724137931033,1.0,0.0,465,0.0,1.0,1.0,52,0.7988394584139265,1.0,0.0,1.0,1.7988394584139265,206.5,1,0.0,32.0,1.7988394584139265,0.2011605415860735,0.0,0.0,0.0,0.2011605415860735,1.0689655172413792,1.1.7.184:43021-1.2.15.80:443,BitTorrent,0
1.0,32,32,0.47058823529411764,1.0,0.49068347458648126,52,25.090945688745084,1.0,1.0,52,0.6532465284968274,1.0,0.8224299141681799,0.6643009226401704,3.1171043293115686,51.13468659177943,3,0.9875565652199549,32.0,1.156848828956707,1.0,0.9128709291752767,1.2570787221094177,0.00017600000137463212,0.8431511710432932,1.0,1.1.131.138:37301-1.2.56.38:3724,WorldOfWarcraft,0
1.0,32,32,0.47058823529411764,1.0,0.49068347458648126,52,25.090945688745084,1.0,1.0,52,0.6532465284968274,1.0,1.0,0.6643009226401704,3.1171043293115686,51.13468659177943,3,0.9514285760614261,32.0,1.156848828956707,1.0,0.9128709291752767,1.2570787221094177,0.00014600000577047467,0.8431511710432932,1.0,1.1.133.59:13914-1.2.49.159:3724,WorldOfWarcraft,0
0.8,32,32,0.4444444444444444,1.0,0.0,52,0.0,1.0,1.0,145,0.4720812182741117,1.0,0.0,1.0,1.4720812182741116,46.5,1,0.0,32.0,0.5279187817258884,1.4720812182741116,0.0,0.0,0.0,1.4720812182741116,1.1111111111111112,1.1.212.254:27955-1.2.220.111:443,BitTorrent,0
0.9285714285714286,32,32,0.48148148148148145,1.0,0.0,52,0.0,1.0,1.0,186,0.5630252100840336,1.0,0.0,1.0,1.5630252100840336,67.0,1,0.0,32.0,0.4369747899159664,1.5630252100840336,0.0,0.0,0.0,1.5630252100840336,1.037037037037037,1.1.115.30:31280-1.2.192.48:443,Skype,0
0.9545454545454546,32,32,0.4883720930232558,1.0,0.0,52,0.0,1.0,1.0,1438,0.9302013422818792,1.0,0.0,1.0,1.9302013422818791,693.0,1,0.0,32.0,0.0697986577181208,1.9302013422818791,0.0,0.0,0.0,1.9302013422818791,1.0232558139534884,1.1.204.160:32711-1.2.121.159:443,Gmail,0
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,1421,0.9293957909029192,1.0,0.0,1.0,1.9293957909029191,684.5,0,0.0,32.0,0.07060420909708079,1.9293957909029191,0.0,0.0,0.0,1.9293957909029191,1.0,1.1.123.169:1214-1.2.204.0:443,Gmail,0
0.9285714285714286,32,32,0.48148148148148145,1.0,0.0,52,0.0,1.0,1.0,186,0.5630252100840336,1.0,0.0,1.0,1.5630252100840336,67.0,1,0.0,32.0,0.4369747899159664,1.5630252100840336,0.0,0.0,0.0,1.5630252100840336,1.037037037037037,1.1.25.44:7743-1.2.173.129:443,Skype,0
0.8235294117647058,32,32,0.45161290322580644,1.0,0.0,52,0.0,1.0,1.0,1457,0.9310801855533466,1.0,0.0,1.0,1.9310801855533466,702.5,1,0.0,32.0,0.06891981444665342,1.9310801855533466,0.0,0.0,0.0,1.9310801855533466,1.096774193548387,1.1.211.11:57203-1.2.218.187:443,BitTorrent,0
0.8181818181818182,32,32,0.45,1.0,0.0,52,0.0,1.0,1.0,118,0.38823529411764707,1.0,0.0,1.0,1.388235294117647,33.0,1,0.0,32.0,0.611764705882353,1.388235294117647,0.0,0.0,0.0,1.388235294117647,1.1,1.1.197.61:32208-1.2.205.4:443,BitTorrent,0
1.0,32,32,0.47058823529411764,1.0,0.5395041228779109,52,25.34551364104494,1.0,1.0,52,0.6096805957637698,1.0,1.0,0.6748377793799567,2.8550829127613553,46.97927701801937,3,0.9184061129752167,32.0,1.1405912040374908,1.0,0.9128709291752767,1.2570787221094177,0.00011300001642666757,0.8594087959625091,1.0,1.1.173.213:44154-1.2.26.163:3724,WorldOfWarcraft,0
0.9285714285714286,32,32,0.48148148148148145,1.0,0.0,52,0.0,1.0,1.0,186,0.5630252100840336,1.0,0.0,1.0,1.5630252100840336,67.0,1,0.0,32.0,0.4369747899159664,1.5630252100840336,0.0,0.0,0.0,1.5630252100840336,1.037037037037037,1.1.166.162:6105-1.2.166.251:443,Skype,0
0.8,32,32,0.5714285714285714,1.5,1.1785081657497662,52,577.9442495220067,1.0,1.5,52,1.6390483376734208,1.0,1.0,0.18716577540106952,4.278074866310161,490.4032626318875,1,0.8853932970802055,32.0,0.1804812834224599,1.0,1.25,1.9595917942265426,0.00039400000241585076,1.5463458110516934,1.125,1.1.132.88:64559-1.2.255.115:80,Gmail,0
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,236,0.6388888888888888,1.0,0.0,1.0,1.6388888888888888,92.0,0,0.0,32.0,0.3611111111111111,1.6388888888888888,0.0,0.0,0.0,1.6388888888888888,1.0,1.1.246.112:20411-1.2.75.0:443,Gmail,0
1.0,32,32,0.5,1.0,0.0,654,0.0,1.0,1.0,52,0.8526912181303116,1.0,0.0,1.0,1.8526912181303117,301.0,0,0.0,32.0,1.8526912181303117,0.14730878186968838,0.0,0.0,0.0,0.14730878186968838,1.0,1.1.112.209:30324-1.2.113.90:443,Skype,0
1.0,32,32,0.5,1.0,0.0,654,0.0,1.0,1.0,52,0.8526912181303116,1.0,0.0,1.0,1.8526912181303117,301.0,0,0.0,32.0,1.8526912181303117,0.14730878186968838,0.0,0.0,0.0,0.14730878186968838,1.0,1.1.207.106:32892-1.2.207.195:443,Skype,0
1.0,32,32,0.5,1.0,0.0,976,0.0,1.0,1.0,52,0.8988326848249028,1.0,0.0,1.0,1.8988326848249026,462.0,0,0.0,32.0,1.8988326848249026,0.10116731517509728,0.0,0.0,0.0,0.10116731517509728,1.0,1.1.1.139:1709-1.2.181.247:443,Gmail,0
1.0,32,32,0.47058823529411764,1.0,0.5395041228779109,52,25.34551364104494,1.0,1.0,52,0.6096805957637698,1.0,1.0,0.6748377793799567,2.8550829127613553,46.97927701801937,3,0.9747793100167973,32.0,1.1405912040374908,1.0,0.9128709291752767,1.2570787221094177,0.00016200001118704677,0.8594087959625091,1.0,1.1.46.213:13417-1.2.155.72:3724,WorldOfWarcraft,0
1.0,32,32,0.47058823529411764,1.0,0.49068347458648126,52,25.090945688745084,1.0,1.0,52,0.6532465284968274,1.0,0.8859059524365278,0.6643009226401704,3.1171043293115686,51.13468659177943,3,0.9745127671787327,32.0,1.156848828956707,1.0,0.9128709291752767,1.2570787221094177,0.00013199998647905886,0.8431511710432932,1.0,1.1.99.140:26872-1.2.99.241:3724,WorldOfWarcraft,0
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,1457,0.9310801855533466,1.0,0.0,1.0,1.9310801855533466,702.5,0,0.0,32.0,0.06891981444665342,1.9310801855533466,0.0,0.0,0.0,1.9310801855533466,1.0,1.1.51.101:17272-1.2.138.191:443,Gmail,0
0.9285714285714286,32,32,0.48148148148148145,1.0,0.0,52,0.0,1.0,1.0,186,0.5630252100840336,1.0,0.0,1.0,1.5630252100840336,67.0,1,0.0,32.0,0.4369747899159664,1.5630252100840336,0.0,0.0,0.0,1.5630252100840336,1.037037037037037,1.1.110.245:57335-1.2.219.74:443,Skype,0
0.896551724137931,32,32,0.4727272727272727,1.0,0.0,585,0.0,1.0,1.0,52,0.8367346938775511,1.0,0.0,1.0,1.836734693877551,266.5,1,0.0,32.0,1.836734693877551,0.16326530612244897,0.0,0.0,0.0,0.16326530612244897,1.0545454545454545,1.1.68.161:59531-1.2.79.211:443,BitTorrent,0
1.0,32,32,0.47058823529411764,1.0,0.49068347458648126,52,25.090945688745084,1.0,1.0,52,0.6532465284968274,1.0,0.7977527593862297,0.6643009226401704,3.1171043293115686,51.13468659177943,3,0.970588225223588,32.0,1.156848828956707,1.0,0.9128709291752767,1.2570787221094177,0.00014200000441633165,0.8431511710432932,1.0,1.1.14.138:5441-1.2.15.102:3724,WorldOfWarcraft,0
1.0,32,32,0.47058823529411764,1.0,0.5395041228779109,52,25.34551364104494,1.0,1.0,52,0.6096805957637698,1.0,1.0,0.6748377793799567,2.8550829127613553,46.97927701801937,3,0.9590909056834358,32.0,1.1405912040374908,1.0,0.9128709291752767,1.2570787221094177,0.00013899998157285154,0.8594087959625091,1.0,1.1.179.105:49562-1.2.8.50:3724,WorldOfWarcraft,0
0.8,32,32,0.5714285714285714,1.5,1.1785081657497662,52,577.9442495220067,1.0,1.5,52,1.6390483376734208,1.0,1.0,0.18716577540106952,4.278074866310161,490.4032626318875,1,0.908675771779731,32.0,0.1804812834224599,1.0,1.25,1.9595917942265426,0.0001990000018849969,1.5463458110516934,1.125,1.1.87.20:30080-1.2.112.198:80,Gmail,0
1.0,32,32,0.5,1.0,0.0,686,0.0,1.0,1.0,52,0.8590785907859079,1.0,0.0,1.0,1.8590785907859078,317.0,0,0.0,32.0,1.8590785907859078,0.14092140921409213,0.0,0.0,0.0,0.14092140921409213,1.0,1.1.25.80:9237-1.2.28.27:443,Skype,0
1.0,32,32,0.5,1.0,0.0,813,0.0,1.0,1.0,52,0.8797687861271676,1.0,0.0,1.0,1.8797687861271677,380.5,0,0.0,32.0,1.8797687861271677,0.12023121387283237,0.0,0.0,0.0,0.12023121387283237,1.0,1.1.177.129:46759-1.2.177.236:443,Gmail,0
0.8484848484848485,32,32,0.45901639344262296,1.0,0.0,1400,0.0,1.0,1.0,52,0.928374655647383,1.0,0.0,1.0,1.9283746556473829,674.0,1,0.0,32.0,1.9283746556473829,0.07162534435261708,0.0,0.0,0.0,0.07162534435261708,1.0819672131147542,1.1.182.113:3763-1.2.189.248:443,BitTorrent,0
1.0,32,32,0.5,1.0,0.0,654,0.0,1.0,1.0,52,0.8526912181303116,1.0,0.0,1.0,1.8526912181303117,301.0,0,0.0,32.0,1.8526912181303117,0.14730878186968838,0.0,0.0,0.0,0.14730878186968838,1.0,1.1.155.47:13372-1.2.47.133:443,Skype,0
1.0,32,32,0.5,1.0,0.0,686,0.0,1.0,1.0,52,0.8590785907859079,1.0,0.0,1.0,1.8590785907859078,317.0,0,0.0,32.0,1.8590785907859078,0.14092140921409213,0.0,0.0,0.0,0.14092140921409213,1.0,1.1.195.38:52761-1.2.205.181:443,Skype,0
1.0,32,32,0.5151515151515151,1.0,0.0,1266,0.0,1.0,1.0,52,0.921092564491654,1.0,0.0,1.0,1.921092564491654,607.0,1,0.0,32.0,1.921092564491654,0.07890743550834597,0.0,0.0,0.0,0.07890743550834597,0.9696969696969697,1.1.238.22:61271-1.2.234.150:443,Gmail,0
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,52,0.0,1.0,0.0,1.0,1.0,0.0,0,0.0,32.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.1.15.250:5404-1.2.16.86:443,Gmail,0
0.8,32,32,0.4444444444444444,1.0,0.0,52,0.0,1.0,1.0,145,0.4720812182741117,1.0,0.0,1.0,1.4720812182741116,46.5,1,0.0,32.0,0.5279187817258884,1.4720812182741116,0.0,0.0,0.0,1.4720812182741116,1.1111111111111112,1.1.164.69:45157-1.2.23.170:443,BitTorrent,0
0.8,32,32,0.5714285714285714,1.5,1.1785081657497662,52,577.9442495220067,1.0,1.5,52,1.6390483376734208,1.0,1.0,0.18716577540106952,4.278074866310161,490.4032626318875,1,0.7770345540005177,32.0,0.1804812834224599,1.0,1.25,1.9595917942265426,0.0006970000104047358,1.5463458110516934,1.125,1.1.137.133:62197-1.2.238.55:80,Gmail,0
1.0,32,32,0.4942528735632184,1.0,1.1938897936860415,52,693.0,1.0,1.0,52,0.9859118236199637,1.0,0.993436914707999,0.7346072186836518,2.4424628450106156,580.4555861562536,1,0.993436914707999,32.0,0.7346072186836518,1.722543352601156,0.0,0.0,0.014834000001428649,1.2653927813163481,1.0,1.1.216.180:29621-1.2.109.186:443,Gmail,0
1.0,32,32,0.47058823529411764,1.0,0.5395041228779109,52,25.34551364104494,1.0,1.0,52,0.6096805957637698,1.0,1.0,0.6748377793799567,2.8550829127613553,46.97927701801937,3,0.9860302633750901,32.0,1.1405912040374908,1.0,0.9128709291752767,1.2570787221094177,0.00019099999917671084,0.8594087959625091,1.0,1.1.168.57:44427-1.2.168.158:3724,WorldOfWarcraft,0
1.0,32,32,0.375,0.5,0.0,52,0.0,1.0,0.5,52,0.0,1.0,1.0,1.0,1.0,0.0,2,1.0,32.0,1.0,1.0,0.0,0.0,5.400000372901559e-05,1.0,1.0,1.1.46.122:19877-1.2.72.233:80,Gmail,0
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,1421,0.9293957909029192,1.0,0.0,1.0,1.9293957909029191,684.5,0,0.0,32.0,0.07060420909708079,1.9293957909029191,0.0,0.0,0.0,1.9293957909029191,1.0,1.1.43.176:34943-1.2.47.197:443,Gmail,0
0.8484848484848485,32,32,0.45901639344262296,1.0,0.0,1400,0.0,1.0,1.0,52,0.928374655647383,1.0,0.0,1.0,1.9283746556473829,674.0,1,0.0,32.0,1.9283746556473829,0.07162534435261708,0.0,0.0,0.0,0.07162534435261708,1.0819672131147542,1.1.224.184:24866-1.2.232.101:443,BitTorrent,0
1.0,32,32,0.5,1.0,0.0,654,0.0,1.0,1.0,52,0.8526912181303116,1.0,0.0,1.0,1.8526912181303117,301.0,0,0.0,32.0,1.8526912181303117,0.14730878186968838,0.0,0.0,0.0,0.14730878186968838,1.0,1.1.70.244:19460-1.2.243.73:443,Skype,0
1.0,32,32,0.47058823529411764,1.0,0.5395041228779109,52,25.34551364104494,1.0,1.0,52,0.6096805957637698,1.0,1.0,0.6748377793799567,2.8550829127613553,46.97927701801937,3,0.9544846081642518,32.0,1.1405912040374908,1.0,0.9128709291752767,1.2570787221094177,0.00016599998343735933,0.8594087959625091,1.0,1.1.200.104:53096-1.2.201.107:3724,WorldOfWarcraft,0
